text_id,text,emotion,Annotator-1,Annotator-2,Annotator-3,Annotator-4,Annotator-5,Annotator-6,Annotator-7,Annotator-8,Annotator-9,Annotator-10
53,"عمر يخمم: ""فرنسا هي رسم فيه بزاف اللوانات."" كيفاش هاذ البلاد البعيدة بلاده؟ و يماه؟ يماه راهي في الدار و هي عيني. ما عندوش زوج. عيني ماشي فرنسا. ما يتشابهوا في والو. عمر فاق للكذبة.",Sadness,0,0,0,0,0,0,0,1,,
53,"عمر يخمم: ""فرنسا هي رسم فيه بزاف اللوانات."" كيفاش هاذ البلاد البعيدة بلاده؟ و يماه؟ يماه راهي في الدار و هي عيني. ما عندوش زوج. عيني ماشي فرنسا. ما يتشابهوا في والو. عمر فاق للكذبة.",Disgust,3,2,0,0,0,0,0,2,,
53,"عمر يخمم: ""فرنسا هي رسم فيه بزاف اللوانات."" كيفاش هاذ البلاد البعيدة بلاده؟ و يماه؟ يماه راهي في الدار و هي عيني. ما عندوش زوج. عيني ماشي فرنسا. ما يتشابهوا في والو. عمر فاق للكذبة.",Surprise,3,3,0,1,3,3,0,0,,
54,"بلاد ولا ماشي بلاد، كانوا يتعلموا الكذب باش ما ينضربوش بالمطرق تاع الزيتون. عمر خمم:""هادي هي القراية...""",Joy,0,0,0,0,0,0,0,0,,
54,"بلاد ولا ماشي بلاد، كانوا يتعلموا الكذب باش ما ينضربوش بالمطرق تاع الزيتون. عمر خمم:""هادي هي القراية...""",Fear,3,3,0,0,2,0,0,1,,
54,"بلاد ولا ماشي بلاد، كانوا يتعلموا الكذب باش ما ينضربوش بالمطرق تاع الزيتون. عمر خمم:""هادي هي القراية...""",Anger,3,0,0,2,0,0,3,1,,
54,"بلاد ولا ماشي بلاد، كانوا يتعلموا الكذب باش ما ينضربوش بالمطرق تاع الزيتون. عمر خمم:""هادي هي القراية...""",Sadness,3,1,0,0,0,0,0,2,,
54,"بلاد ولا ماشي بلاد، كانوا يتعلموا الكذب باش ما ينضربوش بالمطرق تاع الزيتون. عمر خمم:""هادي هي القراية...""",Disgust,3,1,0,0,2,0,0,2,,
54,"بلاد ولا ماشي بلاد، كانوا يتعلموا الكذب باش ما ينضربوش بالمطرق تاع الزيتون. عمر خمم:""هادي هي القراية...""",Surprise,0,0,0,0,0,2,0,0,,
55,التعبير يحكوا فيه على سهرة مع العايلة في الدفا... باش يولفهم الشيخ حسان كان يقريهم على دراري لي كانوا يقراو كتابات، بالضو على الطابلة، البابات قاعد متكي يقرا الجرنان و اليمات تطرز.,Joy,3,3,0,0,1,0,0,2,,
55,التعبير يحكوا فيه على سهرة مع العايلة في الدفا... باش يولفهم الشيخ حسان كان يقريهم على دراري لي كانوا يقراو كتابات، بالضو على الطابلة، البابات قاعد متكي يقرا الجرنان و اليمات تطرز.,Fear,0,0,0,0,0,0,0,0,,
55,التعبير يحكوا فيه على سهرة مع العايلة في الدفا... باش يولفهم الشيخ حسان كان يقريهم على دراري لي كانوا يقراو كتابات، بالضو على الطابلة، البابات قاعد متكي يقرا الجرنان و اليمات تطرز.,Anger,0,0,0,0,0,0,0,0,,
55,التعبير يحكوا فيه على سهرة مع العايلة في الدفا... باش يولفهم الشيخ حسان كان يقريهم على دراري لي كانوا يقراو كتابات، بالضو على الطابلة، البابات قاعد متكي يقرا الجرنان و اليمات تطرز.,Sadness,0,1,0,0,0,0,0,0,,
55,التعبير يحكوا فيه على سهرة مع العايلة في الدفا... باش يولفهم الشيخ حسان كان يقريهم على دراري لي كانوا يقراو كتابات، بالضو على الطابلة، البابات قاعد متكي يقرا الجرنان و اليمات تطرز.,Disgust,0,0,0,0,0,0,0,0,,
55,التعبير يحكوا فيه على سهرة مع العايلة في الدفا... باش يولفهم الشيخ حسان كان يقريهم على دراري لي كانوا يقراو كتابات، بالضو على الطابلة، البابات قاعد متكي يقرا الجرنان و اليمات تطرز.,Surprise,2,0,0,0,0,0,0,0,,
56,"امالا كان لازم على عمر يكدب و يكمل: ""النار شاعلة في الكانون و يسمعوا صوت الساعة من اللور و الدفا تع العايلة مع الشتا لي تصب برا آه شحال الواحد يحس روحه مليح في داره...""",Joy,3,3,0,1,2,0,0,0,,
56,"امالا كان لازم على عمر يكدب و يكمل: ""النار شاعلة في الكانون و يسمعوا صوت الساعة من اللور و الدفا تع العايلة مع الشتا لي تصب برا آه شحال الواحد يحس روحه مليح في داره...""",Fear,0,0,0,0,0,0,0,0,,
56,"امالا كان لازم على عمر يكدب و يكمل: ""النار شاعلة في الكانون و يسمعوا صوت الساعة من اللور و الدفا تع العايلة مع الشتا لي تصب برا آه شحال الواحد يحس روحه مليح في داره...""",Anger,0,0,0,0,0,0,0,0,,
56,"امالا كان لازم على عمر يكدب و يكمل: ""النار شاعلة في الكانون و يسمعوا صوت الساعة من اللور و الدفا تع العايلة مع الشتا لي تصب برا آه شحال الواحد يحس روحه مليح في داره...""",Sadness,3,1,0,0,0,0,0,2,,
56,"امالا كان لازم على عمر يكدب و يكمل: ""النار شاعلة في الكانون و يسمعوا صوت الساعة من اللور و الدفا تع العايلة مع الشتا لي تصب برا آه شحال الواحد يحس روحه مليح في داره...""",Disgust,0,1,0,0,0,0,0,2,,
56,"امالا كان لازم على عمر يكدب و يكمل: ""النار شاعلة في الكانون و يسمعوا صوت الساعة من اللور و الدفا تع العايلة مع الشتا لي تصب برا آه شحال الواحد يحس روحه مليح في داره...""",Surprise,2,0,0,0,0,0,0,0,,
57,"عمر يخمم فالتعبير: ""و الدار تع البلاد اللي تجوزوا فيها يمات العطلة"".",Joy,0,2,0,1,1,0,1,0,,
57,"عمر يخمم فالتعبير: ""و الدار تع البلاد اللي تجوزوا فيها يمات العطلة"".",Fear,0,0,0,0,0,0,0,0,,
57,"عمر يخمم فالتعبير: ""و الدار تع البلاد اللي تجوزوا فيها يمات العطلة"".",Anger,0,0,0,0,0,0,0,0,,
57,"عمر يخمم فالتعبير: ""و الدار تع البلاد اللي تجوزوا فيها يمات العطلة"".",Sadness,0,0,0,0,0,0,0,1,,
57,"عمر يخمم فالتعبير: ""و الدار تع البلاد اللي تجوزوا فيها يمات العطلة"".",Disgust,0,0,0,0,0,0,0,0,,
57,"عمر يخمم فالتعبير: ""و الدار تع البلاد اللي تجوزوا فيها يمات العطلة"".",Surprise,3,0,0,0,0,0,0,0,,
58,"عمر يخمم فالتعبير: ""الحشيش المعشش، الماء تاع الواد يخرخر و الهوا صافي والفلاح فرحان و يطبع في الشاريطة دياله و يغني و الزواوش يصفروا.""",Joy,3,3,0,2,3,3,3,1,1,
58,"عمر يخمم فالتعبير: ""الحشيش المعشش، الماء تاع الواد يخرخر و الهوا صافي والفلاح فرحان و يطبع في الشاريطة دياله و يغني و الزواوش يصفروا.""",Fear,0,0,0,0,0,0,0,0,0,
58,"عمر يخمم فالتعبير: ""الحشيش المعشش، الماء تاع الواد يخرخر و الهوا صافي والفلاح فرحان و يطبع في الشاريطة دياله و يغني و الزواوش يصفروا.""",Anger,0,0,0,0,0,0,0,0,0,
58,"عمر يخمم فالتعبير: ""الحشيش المعشش، الماء تاع الواد يخرخر و الهوا صافي والفلاح فرحان و يطبع في الشاريطة دياله و يغني و الزواوش يصفروا.""",Sadness,0,0,0,0,0,1,0,0,2,
58,"عمر يخمم فالتعبير: ""الحشيش المعشش، الماء تاع الواد يخرخر و الهوا صافي والفلاح فرحان و يطبع في الشاريطة دياله و يغني و الزواوش يصفروا.""",Disgust,0,0,0,0,0,0,0,0,1,
58,"عمر يخمم فالتعبير: ""الحشيش المعشش، الماء تاع الواد يخرخر و الهوا صافي والفلاح فرحان و يطبع في الشاريطة دياله و يغني و الزواوش يصفروا.""",Surprise,0,0,0,0,0,0,0,0,0,
59,"عمر يخمم فالتعبير: ""و الكوزينة: الطناجر مسڨمين و يبرقوا"".",Joy,2,0,1,2,3,1,0,0,1,
59,"عمر يخمم فالتعبير: ""و الكوزينة: الطناجر مسڨمين و يبرقوا"".",Fear,0,0,0,0,0,0,0,0,0,
59,"عمر يخمم فالتعبير: ""و الكوزينة: الطناجر مسڨمين و يبرقوا"".",Anger,0,0,0,0,0,0,0,0,0,
59,"عمر يخمم فالتعبير: ""و الكوزينة: الطناجر مسڨمين و يبرقوا"".",Sadness,0,0,0,0,0,0,0,1,2,
59,"عمر يخمم فالتعبير: ""و الكوزينة: الطناجر مسڨمين و يبرقوا"".",Disgust,0,0,0,0,0,0,0,0,2,
59,"عمر يخمم فالتعبير: ""و الكوزينة: الطناجر مسڨمين و يبرقوا"".",Surprise,0,0,0,3,0,0,0,0,0,
60,"عمر يخمم فالتعبير: ""و نويل (Noël): شجرة لا نويل (la Noël) لي يجيبوها للدار و يتحفوها بالبالونات و الخيوط المذهبة و القراوج لي في السبابط.""",Joy,2,0,0,0,3,0,1,1,,
60,"عمر يخمم فالتعبير: ""و نويل (Noël): شجرة لا نويل (la Noël) لي يجيبوها للدار و يتحفوها بالبالونات و الخيوط المذهبة و القراوج لي في السبابط.""",Fear,0,0,0,0,0,0,0,0,,
60,"عمر يخمم فالتعبير: ""و نويل (Noël): شجرة لا نويل (la Noël) لي يجيبوها للدار و يتحفوها بالبالونات و الخيوط المذهبة و القراوج لي في السبابط.""",Anger,0,0,0,0,0,0,0,0,,
60,"عمر يخمم فالتعبير: ""و نويل (Noël): شجرة لا نويل (la Noël) لي يجيبوها للدار و يتحفوها بالبالونات و الخيوط المذهبة و القراوج لي في السبابط.""",Sadness,1,0,0,0,0,0,0,2,,
60,"عمر يخمم فالتعبير: ""و نويل (Noël): شجرة لا نويل (la Noël) لي يجيبوها للدار و يتحفوها بالبالونات و الخيوط المذهبة و القراوج لي في السبابط.""",Disgust,0,0,0,0,0,0,0,2,,
60,"عمر يخمم فالتعبير: ""و نويل (Noël): شجرة لا نويل (la Noël) لي يجيبوها للدار و يتحفوها بالبالونات و الخيوط المذهبة و القراوج لي في السبابط.""",Surprise,0,0,1,3,0,0,0,0,,
61,"عمر يخمم فالتعبير: ""و الحلوى تاع العيد الصغير و الكبش تاع العيد الكبير. و هكذا الدنيا…""",Joy,3,0,0,0,3,0,0,0,,
61,"عمر يخمم فالتعبير: ""و الحلوى تاع العيد الصغير و الكبش تاع العيد الكبير. و هكذا الدنيا…""",Fear,0,0,0,0,0,0,0,0,,
61,"عمر يخمم فالتعبير: ""و الحلوى تاع العيد الصغير و الكبش تاع العيد الكبير. و هكذا الدنيا…""",Anger,0,0,0,0,0,0,0,0,,
61,"عمر يخمم فالتعبير: ""و الحلوى تاع العيد الصغير و الكبش تاع العيد الكبير. و هكذا الدنيا…""",Sadness,0,0,1,3,0,0,2,3,,
61,"عمر يخمم فالتعبير: ""و الحلوى تاع العيد الصغير و الكبش تاع العيد الكبير. و هكذا الدنيا…""",Disgust,0,0,0,0,0,0,0,3,,
61,"عمر يخمم فالتعبير: ""و الحلوى تاع العيد الصغير و الكبش تاع العيد الكبير. و هكذا الدنيا…""",Surprise,0,0,0,0,0,0,0,0,,
62,"الدراري بيناتهم كانوا يقولوا: ""لمخيّر فالكذب و اللي يعرف يتحف الكذبة هو المخيّر تع الكلاصة (القسم).""",Joy,0,0,0,0,0,0,0,0,,
62,"الدراري بيناتهم كانوا يقولوا: ""لمخيّر فالكذب و اللي يعرف يتحف الكذبة هو المخيّر تع الكلاصة (القسم).""",Fear,0,0,0,0,0,0,0,0,,
62,"الدراري بيناتهم كانوا يقولوا: ""لمخيّر فالكذب و اللي يعرف يتحف الكذبة هو المخيّر تع الكلاصة (القسم).""",Anger,2,0,0,0,0,0,3,1,,
62,"الدراري بيناتهم كانوا يقولوا: ""لمخيّر فالكذب و اللي يعرف يتحف الكذبة هو المخيّر تع الكلاصة (القسم).""",Sadness,2,0,0,0,0,0,0,0,,
62,"الدراري بيناتهم كانوا يقولوا: ""لمخيّر فالكذب و اللي يعرف يتحف الكذبة هو المخيّر تع الكلاصة (القسم).""",Disgust,3,0,0,0,1,0,1,2,,
62,"الدراري بيناتهم كانوا يقولوا: ""لمخيّر فالكذب و اللي يعرف يتحف الكذبة هو المخيّر تع الكلاصة (القسم).""",Surprise,0,0,0,2,0,0,0,1,,
63,عمر كان يخمم في الذوق تع الخبز في فمه: الشيخ قدامه كان ينظم الحالة في الكلاصة.,Joy,1,0,3,0,1,0,0,2,,
63,عمر كان يخمم في الذوق تع الخبز في فمه: الشيخ قدامه كان ينظم الحالة في الكلاصة.,Fear,0,0,0,0,0,0,0,1,,
63,عمر كان يخمم في الذوق تع الخبز في فمه: الشيخ قدامه كان ينظم الحالة في الكلاصة.,Anger,0,0,0,0,0,0,0,0,,
63,عمر كان يخمم في الذوق تع الخبز في فمه: الشيخ قدامه كان ينظم الحالة في الكلاصة.,Sadness,0,0,0,0,0,0,1,0,,
63,عمر كان يخمم في الذوق تع الخبز في فمه: الشيخ قدامه كان ينظم الحالة في الكلاصة.,Disgust,1,0,0,0,0,0,0,0,,
63,عمر كان يخمم في الذوق تع الخبز في فمه: الشيخ قدامه كان ينظم الحالة في الكلاصة.,Surprise,1,0,0,0,0,0,0,0,,
64,"الشيخ حسان بدا الدرس: ""البلاد هي دار الجداد. البلاد هي وين رانا ساكنين من وقت جدادنا اجيال ورا اجيال.""",Joy,2,0,0,1,1,0,0,1,,
64,"الشيخ حسان بدا الدرس: ""البلاد هي دار الجداد. البلاد هي وين رانا ساكنين من وقت جدادنا اجيال ورا اجيال.""",Fear,0,0,0,0,0,0,0,0,,
64,"الشيخ حسان بدا الدرس: ""البلاد هي دار الجداد. البلاد هي وين رانا ساكنين من وقت جدادنا اجيال ورا اجيال.""",Anger,0,0,0,0,0,0,0,0,,
64,"الشيخ حسان بدا الدرس: ""البلاد هي دار الجداد. البلاد هي وين رانا ساكنين من وقت جدادنا اجيال ورا اجيال.""",Sadness,0,0,0,0,0,0,0,1,,
64,"الشيخ حسان بدا الدرس: ""البلاد هي دار الجداد. البلاد هي وين رانا ساكنين من وقت جدادنا اجيال ورا اجيال.""",Disgust,0,0,0,0,0,0,0,0,,
64,"الشيخ حسان بدا الدرس: ""البلاد هي دار الجداد. البلاد هي وين رانا ساكنين من وقت جدادنا اجيال ورا اجيال.""",Surprise,0,0,0,0,0,0,0,0,,
65,"الشيخ حسان قاعد يفهم الدراري و طوّل و الدراري قاعدين يسمعوا: ""البلاد ماشي هي الارض لي ساكنين فوقها برك. البلاد هي ناسها و ڨع واش فيها.""",Joy,0,1,0,0,1,0,0,0,,
65,"الشيخ حسان قاعد يفهم الدراري و طوّل و الدراري قاعدين يسمعوا: ""البلاد ماشي هي الارض لي ساكنين فوقها برك. البلاد هي ناسها و ڨع واش فيها.""",Fear,0,1,0,0,0,0,0,0,,
65,"الشيخ حسان قاعد يفهم الدراري و طوّل و الدراري قاعدين يسمعوا: ""البلاد ماشي هي الارض لي ساكنين فوقها برك. البلاد هي ناسها و ڨع واش فيها.""",Anger,0,0,0,0,0,0,0,0,,
65,"الشيخ حسان قاعد يفهم الدراري و طوّل و الدراري قاعدين يسمعوا: ""البلاد ماشي هي الارض لي ساكنين فوقها برك. البلاد هي ناسها و ڨع واش فيها.""",Sadness,3,0,0,0,0,0,0,2,,
65,"الشيخ حسان قاعد يفهم الدراري و طوّل و الدراري قاعدين يسمعوا: ""البلاد ماشي هي الارض لي ساكنين فوقها برك. البلاد هي ناسها و ڨع واش فيها.""",Disgust,0,0,0,0,0,0,0,0,,
65,"الشيخ حسان قاعد يفهم الدراري و طوّل و الدراري قاعدين يسمعوا: ""البلاد ماشي هي الارض لي ساكنين فوقها برك. البلاد هي ناسها و ڨع واش فيها.""",Surprise,3,0,0,0,0,0,0,0,,
66,"عمر ما قدرش يكمل يخمم في الخبز اللي كان ياكل فيه بالتخبية، قال لروحه ""رايح نخلي لي بقى لڤيستا كاكي.""",Joy,1,2,0,0,0,0,0,2,,
66,"عمر ما قدرش يكمل يخمم في الخبز اللي كان ياكل فيه بالتخبية، قال لروحه ""رايح نخلي لي بقى لڤيستا كاكي.""",Fear,1,0,0,0,0,0,0,0,,
66,"عمر ما قدرش يكمل يخمم في الخبز اللي كان ياكل فيه بالتخبية، قال لروحه ""رايح نخلي لي بقى لڤيستا كاكي.""",Anger,0,0,0,0,0,0,0,0,,
66,"عمر ما قدرش يكمل يخمم في الخبز اللي كان ياكل فيه بالتخبية، قال لروحه ""رايح نخلي لي بقى لڤيستا كاكي.""",Sadness,1,1,0,0,0,0,0,0,,
66,"عمر ما قدرش يكمل يخمم في الخبز اللي كان ياكل فيه بالتخبية، قال لروحه ""رايح نخلي لي بقى لڤيستا كاكي.""",Disgust,0,0,0,0,0,0,0,0,,
66,"عمر ما قدرش يكمل يخمم في الخبز اللي كان ياكل فيه بالتخبية، قال لروحه ""رايح نخلي لي بقى لڤيستا كاكي.""",Surprise,0,0,0,0,0,0,0,2,,
67,"عمر يخمم: ""مالا ڤيستا كاكي هو تاني من البلاد؟ إذا الشيخ حسان قال بلي البلاد بناسها مالا يماه ثاني؟ و عويشة و مريم؟ و لي يسكنوا في دار سبيطار ثانيت؟ هاذو ڨع من البلاد؟ و حميد سرّاج ثانيت؟""",Joy,0,0,0,2,0,0,0,2,,
67,"عمر يخمم: ""مالا ڤيستا كاكي هو تاني من البلاد؟ إذا الشيخ حسان قال بلي البلاد بناسها مالا يماه ثاني؟ و عويشة و مريم؟ و لي يسكنوا في دار سبيطار ثانيت؟ هاذو ڨع من البلاد؟ و حميد سرّاج ثانيت؟""",Fear,0,0,0,0,0,0,0,0,,
67,"عمر يخمم: ""مالا ڤيستا كاكي هو تاني من البلاد؟ إذا الشيخ حسان قال بلي البلاد بناسها مالا يماه ثاني؟ و عويشة و مريم؟ و لي يسكنوا في دار سبيطار ثانيت؟ هاذو ڨع من البلاد؟ و حميد سرّاج ثانيت؟""",Anger,0,0,2,0,0,0,0,0,,
67,"عمر يخمم: ""مالا ڤيستا كاكي هو تاني من البلاد؟ إذا الشيخ حسان قال بلي البلاد بناسها مالا يماه ثاني؟ و عويشة و مريم؟ و لي يسكنوا في دار سبيطار ثانيت؟ هاذو ڨع من البلاد؟ و حميد سرّاج ثانيت؟""",Sadness,0,0,0,0,0,0,0,0,,
67,"عمر يخمم: ""مالا ڤيستا كاكي هو تاني من البلاد؟ إذا الشيخ حسان قال بلي البلاد بناسها مالا يماه ثاني؟ و عويشة و مريم؟ و لي يسكنوا في دار سبيطار ثانيت؟ هاذو ڨع من البلاد؟ و حميد سرّاج ثانيت؟""",Disgust,0,0,0,0,0,0,0,0,,
67,"عمر يخمم: ""مالا ڤيستا كاكي هو تاني من البلاد؟ إذا الشيخ حسان قال بلي البلاد بناسها مالا يماه ثاني؟ و عويشة و مريم؟ و لي يسكنوا في دار سبيطار ثانيت؟ هاذو ڨع من البلاد؟ و حميد سرّاج ثانيت؟""",Surprise,2,0,2,2,2,0,1,3,,
68,"الشيخ حسان: "" كي يجوا ناس من برا و يحبوا يحكموا البلاد تولي البلاد في خطر. هاذ البراوية عديان لي لازم ڨع الناس تدافع على البلاد منهم و هكذا تبدا الڨيرا (الحرب).""",Joy,0,0,0,0,0,1,0,0,0,
68,"الشيخ حسان: "" كي يجوا ناس من برا و يحبوا يحكموا البلاد تولي البلاد في خطر. هاذ البراوية عديان لي لازم ڨع الناس تدافع على البلاد منهم و هكذا تبدا الڨيرا (الحرب).""",Fear,0,3,0,0,1,0,0,0,1,
68,"الشيخ حسان: "" كي يجوا ناس من برا و يحبوا يحكموا البلاد تولي البلاد في خطر. هاذ البراوية عديان لي لازم ڨع الناس تدافع على البلاد منهم و هكذا تبدا الڨيرا (الحرب).""",Anger,3,2,2,3,2,3,0,0,2,
68,"الشيخ حسان: "" كي يجوا ناس من برا و يحبوا يحكموا البلاد تولي البلاد في خطر. هاذ البراوية عديان لي لازم ڨع الناس تدافع على البلاد منهم و هكذا تبدا الڨيرا (الحرب).""",Sadness,3,0,0,0,0,1,0,0,1,
68,"الشيخ حسان: "" كي يجوا ناس من برا و يحبوا يحكموا البلاد تولي البلاد في خطر. هاذ البراوية عديان لي لازم ڨع الناس تدافع على البلاد منهم و هكذا تبدا الڨيرا (الحرب).""",Disgust,0,0,0,0,0,1,0,0,2,
68,"الشيخ حسان: "" كي يجوا ناس من برا و يحبوا يحكموا البلاد تولي البلاد في خطر. هاذ البراوية عديان لي لازم ڨع الناس تدافع على البلاد منهم و هكذا تبدا الڨيرا (الحرب).""",Surprise,0,0,0,0,0,0,0,0,0,
69,"الشيخ حسان: ""اولاد البلاد لازم يدافعوا عليها بحياتهم اذا لازم.""",Joy,0,2,0,0,0,0,0,0,,
69,"الشيخ حسان: ""اولاد البلاد لازم يدافعوا عليها بحياتهم اذا لازم.""",Fear,0,1,0,0,0,0,0,0,,
69,"الشيخ حسان: ""اولاد البلاد لازم يدافعوا عليها بحياتهم اذا لازم.""",Anger,0,0,0,3,0,2,0,2,,
69,"الشيخ حسان: ""اولاد البلاد لازم يدافعوا عليها بحياتهم اذا لازم.""",Sadness,3,1,0,0,0,0,0,0,,
69,"الشيخ حسان: ""اولاد البلاد لازم يدافعوا عليها بحياتهم اذا لازم.""",Disgust,0,0,0,0,0,0,0,0,,
69,"الشيخ حسان: ""اولاد البلاد لازم يدافعوا عليها بحياتهم اذا لازم.""",Surprise,0,0,0,0,0,0,0,1,,
70,"عمر يخمم: ""واشنو هي بلاده؟"" كان حاب الشيخ يقول له باش يعرف.",Joy,0,0,0,0,0,0,0,0,,
70,"عمر يخمم: ""واشنو هي بلاده؟"" كان حاب الشيخ يقول له باش يعرف.",Fear,0,1,0,0,0,0,0,0,,
70,"عمر يخمم: ""واشنو هي بلاده؟"" كان حاب الشيخ يقول له باش يعرف.",Anger,0,0,0,0,0,0,0,0,,
70,"عمر يخمم: ""واشنو هي بلاده؟"" كان حاب الشيخ يقول له باش يعرف.",Sadness,0,1,0,0,1,0,0,1,,
70,"عمر يخمم: ""واشنو هي بلاده؟"" كان حاب الشيخ يقول له باش يعرف.",Disgust,0,1,0,0,0,0,0,0,,
70,"عمر يخمم: ""واشنو هي بلاده؟"" كان حاب الشيخ يقول له باش يعرف.",Surprise,2,0,0,0,1,0,1,3,,
71,"عمر يخمم: ""شكون هاذ العديان؟ العديان تع بلاده؟"" عمر حشم يسقسي على جال الخبز اللي كان ياكله.",Joy,0,0,0,0,0,0,0,0,,
71,"عمر يخمم: ""شكون هاذ العديان؟ العديان تع بلاده؟"" عمر حشم يسقسي على جال الخبز اللي كان ياكله.",Fear,2,1,0,0,1,1,0,1,,
71,"عمر يخمم: ""شكون هاذ العديان؟ العديان تع بلاده؟"" عمر حشم يسقسي على جال الخبز اللي كان ياكله.",Anger,0,2,0,0,0,0,0,0,,
71,"عمر يخمم: ""شكون هاذ العديان؟ العديان تع بلاده؟"" عمر حشم يسقسي على جال الخبز اللي كان ياكله.",Sadness,0,1,0,0,1,0,1,1,,
71,"عمر يخمم: ""شكون هاذ العديان؟ العديان تع بلاده؟"" عمر حشم يسقسي على جال الخبز اللي كان ياكله.",Disgust,0,0,0,0,0,0,0,0,,
71,"عمر يخمم: ""شكون هاذ العديان؟ العديان تع بلاده؟"" عمر حشم يسقسي على جال الخبز اللي كان ياكله.",Surprise,3,0,0,0,1,0,0,3,,
72,"الشيخ حسان: ""لي يحبوا البلاد بزاف يخدموا على صلاحها و يتحركوا لخيرها. واسمهم الوطنيين (patriotes).""",Joy,3,2,2,0,2,1,0,1,,
72,"الشيخ حسان: ""لي يحبوا البلاد بزاف يخدموا على صلاحها و يتحركوا لخيرها. واسمهم الوطنيين (patriotes).""",Fear,0,0,0,0,0,0,0,0,,
72,"الشيخ حسان: ""لي يحبوا البلاد بزاف يخدموا على صلاحها و يتحركوا لخيرها. واسمهم الوطنيين (patriotes).""",Anger,0,0,0,2,0,0,0,1,,
72,"الشيخ حسان: ""لي يحبوا البلاد بزاف يخدموا على صلاحها و يتحركوا لخيرها. واسمهم الوطنيين (patriotes).""",Sadness,0,0,0,0,0,0,0,0,,
72,"الشيخ حسان: ""لي يحبوا البلاد بزاف يخدموا على صلاحها و يتحركوا لخيرها. واسمهم الوطنيين (patriotes).""",Disgust,0,0,0,0,0,0,0,0,,
72,"الشيخ حسان: ""لي يحبوا البلاد بزاف يخدموا على صلاحها و يتحركوا لخيرها. واسمهم الوطنيين (patriotes).""",Surprise,0,0,0,0,0,0,0,0,,
73,الراوي: صوت الشيخ حسان دوّى في القسم. كان يمشي يروح و يولي في الصالة.,Joy,0,0,0,0,0,0,0,0,,
73,الراوي: صوت الشيخ حسان دوّى في القسم. كان يمشي يروح و يولي في الصالة.,Fear,0,2,0,1,0,0,0,2,,
73,الراوي: صوت الشيخ حسان دوّى في القسم. كان يمشي يروح و يولي في الصالة.,Anger,3,1,0,0,0,3,0,0,,
73,الراوي: صوت الشيخ حسان دوّى في القسم. كان يمشي يروح و يولي في الصالة.,Sadness,0,0,0,0,0,0,0,0,,
73,الراوي: صوت الشيخ حسان دوّى في القسم. كان يمشي يروح و يولي في الصالة.,Disgust,0,0,0,0,0,0,0,0,,
73,الراوي: صوت الشيخ حسان دوّى في القسم. كان يمشي يروح و يولي في الصالة.,Surprise,3,2,0,0,0,0,0,2,,
74,"عمر يخمم: ""الشيخ حسان وطني (patriote)؟ حميد سرّاج وطني (patriote) ثانيت؟""",Joy,2,0,0,2,0,0,1,0,,
74,"عمر يخمم: ""الشيخ حسان وطني (patriote)؟ حميد سرّاج وطني (patriote) ثانيت؟""",Fear,0,0,0,0,0,0,0,0,,
74,"عمر يخمم: ""الشيخ حسان وطني (patriote)؟ حميد سرّاج وطني (patriote) ثانيت؟""",Anger,1,0,0,0,0,0,0,0,,
74,"عمر يخمم: ""الشيخ حسان وطني (patriote)؟ حميد سرّاج وطني (patriote) ثانيت؟""",Sadness,0,0,0,0,0,0,0,0,,
74,"عمر يخمم: ""الشيخ حسان وطني (patriote)؟ حميد سرّاج وطني (patriote) ثانيت؟""",Disgust,0,0,0,0,0,0,0,0,,
74,"عمر يخمم: ""الشيخ حسان وطني (patriote)؟ حميد سرّاج وطني (patriote) ثانيت؟""",Surprise,3,0,0,3,2,0,1,3,,
75,"عمر يخمم: ""كيفاش يقدروا يكونوا في زوج هكذا؟""",Joy,0,0,0,0,0,0,0,0,,
75,"عمر يخمم: ""كيفاش يقدروا يكونوا في زوج هكذا؟""",Fear,0,0,0,0,0,0,0,0,,
75,"عمر يخمم: ""كيفاش يقدروا يكونوا في زوج هكذا؟""",Anger,1,0,0,3,0,0,1,0,,
75,"عمر يخمم: ""كيفاش يقدروا يكونوا في زوج هكذا؟""",Sadness,1,0,0,3,0,0,0,0,,
75,"عمر يخمم: ""كيفاش يقدروا يكونوا في زوج هكذا؟""",Disgust,1,0,0,3,0,0,0,0,,
75,"عمر يخمم: ""كيفاش يقدروا يكونوا في زوج هكذا؟""",Surprise,2,0,1,3,2,0,0,3,,
76,"عمر يخمم: ""الشيخ كان مولى شان و حاجة كبيرة وحميد سرّاج يظلوا يحوسوا عليه البوليسية. من بين هاذ الزوج شكون هو الوطني؟""",Joy,0,1,0,0,0,0,0,1,,
76,"عمر يخمم: ""الشيخ كان مولى شان و حاجة كبيرة وحميد سرّاج يظلوا يحوسوا عليه البوليسية. من بين هاذ الزوج شكون هو الوطني؟""",Fear,2,1,0,0,0,0,0,1,,
76,"عمر يخمم: ""الشيخ كان مولى شان و حاجة كبيرة وحميد سرّاج يظلوا يحوسوا عليه البوليسية. من بين هاذ الزوج شكون هو الوطني؟""",Anger,0,0,0,0,0,0,2,0,,
76,"عمر يخمم: ""الشيخ كان مولى شان و حاجة كبيرة وحميد سرّاج يظلوا يحوسوا عليه البوليسية. من بين هاذ الزوج شكون هو الوطني؟""",Sadness,0,1,0,0,0,0,0,0,,
