text_id,text,emotion,Annotator-1,Annotator-2,Annotator-3
734,"Fast han var ju inte fransk, förstås.",Surprise,0,0,0
735,Förr hatade jag att gå i naturen.,Joy,0,0,0
735,Förr hatade jag att gå i naturen.,Fear,0,0,0
735,Förr hatade jag att gå i naturen.,Anger,0,1,0
735,Förr hatade jag att gå i naturen.,Sadness,0,0,0
735,Förr hatade jag att gå i naturen.,Disgust,0,1,0
735,Förr hatade jag att gå i naturen.,Surprise,0,0,0
736,"I en intervju för en tysk tidning, publicerad i oktober 1981 frågades Johannes Paulus II uttryckligen om hemligheten och det här är vad han svarade:",Joy,0,0,0
736,"I en intervju för en tysk tidning, publicerad i oktober 1981 frågades Johannes Paulus II uttryckligen om hemligheten och det här är vad han svarade:",Fear,0,0,0
736,"I en intervju för en tysk tidning, publicerad i oktober 1981 frågades Johannes Paulus II uttryckligen om hemligheten och det här är vad han svarade:",Anger,0,0,0
736,"I en intervju för en tysk tidning, publicerad i oktober 1981 frågades Johannes Paulus II uttryckligen om hemligheten och det här är vad han svarade:",Sadness,0,0,0
736,"I en intervju för en tysk tidning, publicerad i oktober 1981 frågades Johannes Paulus II uttryckligen om hemligheten och det här är vad han svarade:",Disgust,0,0,0
736,"I en intervju för en tysk tidning, publicerad i oktober 1981 frågades Johannes Paulus II uttryckligen om hemligheten och det här är vad han svarade:",Surprise,0,0,0
737,"Det sägs att haven ska sluka hela områden på jorden ""och att miljoner människor dör på ett ögonblick.""",Joy,0,0,0
737,"Det sägs att haven ska sluka hela områden på jorden ""och att miljoner människor dör på ett ögonblick.""",Fear,0,0,1
737,"Det sägs att haven ska sluka hela områden på jorden ""och att miljoner människor dör på ett ögonblick.""",Anger,0,0,0
737,"Det sägs att haven ska sluka hela områden på jorden ""och att miljoner människor dör på ett ögonblick.""",Sadness,0,0,0
737,"Det sägs att haven ska sluka hela områden på jorden ""och att miljoner människor dör på ett ögonblick.""",Disgust,0,0,0
737,"Det sägs att haven ska sluka hela områden på jorden ""och att miljoner människor dör på ett ögonblick.""",Surprise,0,0,0
738,Vi kan inte göra nåt åt katastrofer som har förutspåtts.,Joy,0,0,0
738,Vi kan inte göra nåt åt katastrofer som har förutspåtts.,Fear,0,0,0
738,Vi kan inte göra nåt åt katastrofer som har förutspåtts.,Anger,0,0,0
738,Vi kan inte göra nåt åt katastrofer som har förutspåtts.,Sadness,0,0,1
738,Vi kan inte göra nåt åt katastrofer som har förutspåtts.,Disgust,0,0,0
738,Vi kan inte göra nåt åt katastrofer som har förutspåtts.,Surprise,0,0,0
739,"Vi måste vara förberedda på svåra prövningar inom kort ""prövningar som kommer att till och med kräva våra liv.""",Joy,0,0,0
739,"Vi måste vara förberedda på svåra prövningar inom kort ""prövningar som kommer att till och med kräva våra liv.""",Fear,0,1,1
739,"Vi måste vara förberedda på svåra prövningar inom kort ""prövningar som kommer att till och med kräva våra liv.""",Anger,0,0,0
739,"Vi måste vara förberedda på svåra prövningar inom kort ""prövningar som kommer att till och med kräva våra liv.""",Sadness,0,0,1
739,"Vi måste vara förberedda på svåra prövningar inom kort ""prövningar som kommer att till och med kräva våra liv.""",Disgust,0,0,0
739,"Vi måste vara förberedda på svåra prövningar inom kort ""prövningar som kommer att till och med kräva våra liv.""",Surprise,0,0,0
740,"Genom era och mina böner kan vi lindra denna bedrövelse ""men vi kan inte längre förhindra dem.""",Joy,0,1,0
740,"Genom era och mina böner kan vi lindra denna bedrövelse ""men vi kan inte längre förhindra dem.""",Fear,0,0,0
740,"Genom era och mina böner kan vi lindra denna bedrövelse ""men vi kan inte längre förhindra dem.""",Anger,0,0,0
740,"Genom era och mina böner kan vi lindra denna bedrövelse ""men vi kan inte längre förhindra dem.""",Sadness,0,1,1
740,"Genom era och mina böner kan vi lindra denna bedrövelse ""men vi kan inte längre förhindra dem.""",Disgust,0,0,0
740,"Genom era och mina böner kan vi lindra denna bedrövelse ""men vi kan inte längre förhindra dem.""",Surprise,0,0,0
741,Författaren Rob Howells studerade Fatima-fallet i åratal.,Joy,0,0,0
741,Författaren Rob Howells studerade Fatima-fallet i åratal.,Fear,0,0,0
741,Författaren Rob Howells studerade Fatima-fallet i åratal.,Anger,0,0,0
741,Författaren Rob Howells studerade Fatima-fallet i åratal.,Sadness,0,0,0
741,Författaren Rob Howells studerade Fatima-fallet i åratal.,Disgust,0,0,0
741,Författaren Rob Howells studerade Fatima-fallet i åratal.,Surprise,0,0,0
742,Han tror att en mörkläggning skedde för att skydda folk från apokalyptiska uppenbarelser.,Joy,0,0,0
742,Han tror att en mörkläggning skedde för att skydda folk från apokalyptiska uppenbarelser.,Fear,0,0,0
742,Han tror att en mörkläggning skedde för att skydda folk från apokalyptiska uppenbarelser.,Anger,0,0,0
742,Han tror att en mörkläggning skedde för att skydda folk från apokalyptiska uppenbarelser.,Sadness,0,0,0
742,Han tror att en mörkläggning skedde för att skydda folk från apokalyptiska uppenbarelser.,Disgust,0,0,0
742,Han tror att en mörkläggning skedde för att skydda folk från apokalyptiska uppenbarelser.,Surprise,0,0,0
743,"Fatimas tredje hemlighet handlar om apokalypsen och det vet vi genom flera källor inom kyrkan och från ögonvittnet själv, syster Lucia, som hävdade offentligt att den har med Uppenbarelseboken att göra.",Joy,0,0,0
743,"Fatimas tredje hemlighet handlar om apokalypsen och det vet vi genom flera källor inom kyrkan och från ögonvittnet själv, syster Lucia, som hävdade offentligt att den har med Uppenbarelseboken att göra.",Fear,0,0,0
743,"Fatimas tredje hemlighet handlar om apokalypsen och det vet vi genom flera källor inom kyrkan och från ögonvittnet själv, syster Lucia, som hävdade offentligt att den har med Uppenbarelseboken att göra.",Anger,0,0,0
743,"Fatimas tredje hemlighet handlar om apokalypsen och det vet vi genom flera källor inom kyrkan och från ögonvittnet själv, syster Lucia, som hävdade offentligt att den har med Uppenbarelseboken att göra.",Sadness,0,0,0
743,"Fatimas tredje hemlighet handlar om apokalypsen och det vet vi genom flera källor inom kyrkan och från ögonvittnet själv, syster Lucia, som hävdade offentligt att den har med Uppenbarelseboken att göra.",Disgust,0,0,0
743,"Fatimas tredje hemlighet handlar om apokalypsen och det vet vi genom flera källor inom kyrkan och från ögonvittnet själv, syster Lucia, som hävdade offentligt att den har med Uppenbarelseboken att göra.",Surprise,0,0,0
744,Den handlar om Roms förstörelse och den slutliga apokalypsen.,Joy,0,0,0
744,Den handlar om Roms förstörelse och den slutliga apokalypsen.,Fear,0,0,0
744,Den handlar om Roms förstörelse och den slutliga apokalypsen.,Anger,0,0,0
744,Den handlar om Roms förstörelse och den slutliga apokalypsen.,Sadness,0,0,0
744,Den handlar om Roms förstörelse och den slutliga apokalypsen.,Disgust,0,0,0
744,Den handlar om Roms förstörelse och den slutliga apokalypsen.,Surprise,0,0,0
745,Rob talade om hemligheten med en vatikansk ämbetsman på 90-talet.,Joy,0,0,0
745,Rob talade om hemligheten med en vatikansk ämbetsman på 90-talet.,Fear,0,1,0
745,Rob talade om hemligheten med en vatikansk ämbetsman på 90-talet.,Anger,0,0,0
745,Rob talade om hemligheten med en vatikansk ämbetsman på 90-talet.,Sadness,0,0,0
745,Rob talade om hemligheten med en vatikansk ämbetsman på 90-talet.,Disgust,0,0,0
745,Rob talade om hemligheten med en vatikansk ämbetsman på 90-talet.,Surprise,0,0,0
746,Prästen bekräftade att profetian hade diskuterats på högsta nivå och att innehållet förmedlade ett dystert apokalyptiskt budskap.,Joy,0,0,0
746,Prästen bekräftade att profetian hade diskuterats på högsta nivå och att innehållet förmedlade ett dystert apokalyptiskt budskap.,Fear,0,1,2
746,Prästen bekräftade att profetian hade diskuterats på högsta nivå och att innehållet förmedlade ett dystert apokalyptiskt budskap.,Anger,0,0,0
746,Prästen bekräftade att profetian hade diskuterats på högsta nivå och att innehållet förmedlade ett dystert apokalyptiskt budskap.,Sadness,1,0,0
746,Prästen bekräftade att profetian hade diskuterats på högsta nivå och att innehållet förmedlade ett dystert apokalyptiskt budskap.,Disgust,0,0,0
746,Prästen bekräftade att profetian hade diskuterats på högsta nivå och att innehållet förmedlade ett dystert apokalyptiskt budskap.,Surprise,0,0,0
747,Johannes Paulus II sa också att om man hade läst Uppenbarelseboken och visste att havet en dag skulle översvämma jorden så skulle man inte få ut nåt mer av den tredje hemligheten.,Joy,0,0,0
747,Johannes Paulus II sa också att om man hade läst Uppenbarelseboken och visste att havet en dag skulle översvämma jorden så skulle man inte få ut nåt mer av den tredje hemligheten.,Fear,0,0,0
747,Johannes Paulus II sa också att om man hade läst Uppenbarelseboken och visste att havet en dag skulle översvämma jorden så skulle man inte få ut nåt mer av den tredje hemligheten.,Anger,0,0,0
747,Johannes Paulus II sa också att om man hade läst Uppenbarelseboken och visste att havet en dag skulle översvämma jorden så skulle man inte få ut nåt mer av den tredje hemligheten.,Sadness,0,0,0
747,Johannes Paulus II sa också att om man hade läst Uppenbarelseboken och visste att havet en dag skulle översvämma jorden så skulle man inte få ut nåt mer av den tredje hemligheten.,Disgust,0,0,0
747,Johannes Paulus II sa också att om man hade läst Uppenbarelseboken och visste att havet en dag skulle översvämma jorden så skulle man inte få ut nåt mer av den tredje hemligheten.,Surprise,0,0,0
748,Rob fick också veta att Lucia fick veta apokalypsens exakta datum och den efterföljande globala förstörelsen.,Joy,0,0,0
748,Rob fick också veta att Lucia fick veta apokalypsens exakta datum och den efterföljande globala förstörelsen.,Fear,0,0,1
748,Rob fick också veta att Lucia fick veta apokalypsens exakta datum och den efterföljande globala förstörelsen.,Anger,0,0,0
748,Rob fick också veta att Lucia fick veta apokalypsens exakta datum och den efterföljande globala förstörelsen.,Sadness,0,0,0
748,Rob fick också veta att Lucia fick veta apokalypsens exakta datum och den efterföljande globala förstörelsen.,Disgust,0,0,0
748,Rob fick också veta att Lucia fick veta apokalypsens exakta datum och den efterföljande globala förstörelsen.,Surprise,0,0,0
749,Enligt prästen berättade hon detta för Johannes Paulus II men han dog kort efteråt och tog datumet med sig i graven.,Joy,0,0,0
749,Enligt prästen berättade hon detta för Johannes Paulus II men han dog kort efteråt och tog datumet med sig i graven.,Fear,0,0,1
749,Enligt prästen berättade hon detta för Johannes Paulus II men han dog kort efteråt och tog datumet med sig i graven.,Anger,0,0,0
749,Enligt prästen berättade hon detta för Johannes Paulus II men han dog kort efteråt och tog datumet med sig i graven.,Sadness,0,1,0
749,Enligt prästen berättade hon detta för Johannes Paulus II men han dog kort efteråt och tog datumet med sig i graven.,Disgust,0,0,0
749,Enligt prästen berättade hon detta för Johannes Paulus II men han dog kort efteråt och tog datumet med sig i graven.,Surprise,0,0,0
750,"Det var hemligheten som skulle avslöjas 1960, vilket inte skedde.",Joy,0,0,0
750,"Det var hemligheten som skulle avslöjas 1960, vilket inte skedde.",Fear,0,0,0
750,"Det var hemligheten som skulle avslöjas 1960, vilket inte skedde.",Anger,0,0,0
750,"Det var hemligheten som skulle avslöjas 1960, vilket inte skedde.",Sadness,0,0,0
750,"Det var hemligheten som skulle avslöjas 1960, vilket inte skedde.",Disgust,0,0,0
750,"Det var hemligheten som skulle avslöjas 1960, vilket inte skedde.",Surprise,0,0,0
751,Han höll inte vad han lovade angående hur många han fick visa per visning. Avtalet var 2-3 par. Han visade huset för 14 par vid samma tillfälle. Han får inte fler chanser att göra affärer med mig.,Joy,0,0,0
751,Han höll inte vad han lovade angående hur många han fick visa per visning. Avtalet var 2-3 par. Han visade huset för 14 par vid samma tillfälle. Han får inte fler chanser att göra affärer med mig.,Fear,0,0,0
751,Han höll inte vad han lovade angående hur många han fick visa per visning. Avtalet var 2-3 par. Han visade huset för 14 par vid samma tillfälle. Han får inte fler chanser att göra affärer med mig.,Anger,0,2,0
751,Han höll inte vad han lovade angående hur många han fick visa per visning. Avtalet var 2-3 par. Han visade huset för 14 par vid samma tillfälle. Han får inte fler chanser att göra affärer med mig.,Sadness,2,0,0
751,Han höll inte vad han lovade angående hur många han fick visa per visning. Avtalet var 2-3 par. Han visade huset för 14 par vid samma tillfälle. Han får inte fler chanser att göra affärer med mig.,Disgust,2,0,1
751,Han höll inte vad han lovade angående hur många han fick visa per visning. Avtalet var 2-3 par. Han visade huset för 14 par vid samma tillfälle. Han får inte fler chanser att göra affärer med mig.,Surprise,0,0,0
752,I hired a company to paint my villa. They did a very good job. I am very happy with the results. They were on time and they were very good.  Jag anlitade ett företag för att måla min villa. De gjorde ett mycket bra jobb. Jag är mycket nöjd med resultaten. De var i tid och de var väldigt bra.,Joy,1,0,0
752,I hired a company to paint my villa. They did a very good job. I am very happy with the results. They were on time and they were very good.  Jag anlitade ett företag för att måla min villa. De gjorde ett mycket bra jobb. Jag är mycket nöjd med resultaten. De var i tid och de var väldigt bra.,Fear,0,0,0
752,I hired a company to paint my villa. They did a very good job. I am very happy with the results. They were on time and they were very good.  Jag anlitade ett företag för att måla min villa. De gjorde ett mycket bra jobb. Jag är mycket nöjd med resultaten. De var i tid och de var väldigt bra.,Anger,0,0,0
752,I hired a company to paint my villa. They did a very good job. I am very happy with the results. They were on time and they were very good.  Jag anlitade ett företag för att måla min villa. De gjorde ett mycket bra jobb. Jag är mycket nöjd med resultaten. De var i tid och de var väldigt bra.,Sadness,0,0,0
752,I hired a company to paint my villa. They did a very good job. I am very happy with the results. They were on time and they were very good.  Jag anlitade ett företag för att måla min villa. De gjorde ett mycket bra jobb. Jag är mycket nöjd med resultaten. De var i tid och de var väldigt bra.,Disgust,0,0,0
752,I hired a company to paint my villa. They did a very good job. I am very happy with the results. They were on time and they were very good.  Jag anlitade ett företag för att måla min villa. De gjorde ett mycket bra jobb. Jag är mycket nöjd med resultaten. De var i tid och de var väldigt bra.,Surprise,0,0,0
753,Christian hade missat viktiga uppgifter vid mitt hus försäljnig. Tycker inte heller att taav skor när man är i tjänst pch har kunder vid bord. Det gjorde han tyvärr.,Joy,0,0,0
753,Christian hade missat viktiga uppgifter vid mitt hus försäljnig. Tycker inte heller att taav skor när man är i tjänst pch har kunder vid bord. Det gjorde han tyvärr.,Fear,0,0,0
753,Christian hade missat viktiga uppgifter vid mitt hus försäljnig. Tycker inte heller att taav skor när man är i tjänst pch har kunder vid bord. Det gjorde han tyvärr.,Anger,0,1,0
753,Christian hade missat viktiga uppgifter vid mitt hus försäljnig. Tycker inte heller att taav skor när man är i tjänst pch har kunder vid bord. Det gjorde han tyvärr.,Sadness,2,0,0
753,Christian hade missat viktiga uppgifter vid mitt hus försäljnig. Tycker inte heller att taav skor när man är i tjänst pch har kunder vid bord. Det gjorde han tyvärr.,Disgust,2,1,1
753,Christian hade missat viktiga uppgifter vid mitt hus försäljnig. Tycker inte heller att taav skor när man är i tjänst pch har kunder vid bord. Det gjorde han tyvärr.,Surprise,0,0,0
754,Vid köksinstallation så anlitade jag Partum på rekommendation från IKEA. Partum anlitade i sin tur Skarpaby El som underleverantör för elarbetet. Notan på elen blev totalt sett högre än hela köksinstallationen då vi passade på att byta vägguttag i vår lägenhet. De lägger på flera hundra procent på materialet och hänvisar till att de använder sig av Ahlsells prislista. Elfirman (som jag kontaktade med) var inte heller sen att tillägga att de inte kan överleva på sin timpenning utan måsta tjäna pengar på materialet. Som ett exempel kan nämnas att en Dimmer som kostar under 500kr i detaljhandeln kostar närmare 1300kr när man tar det på löpande räkning. Elkablar var ännu värre påslag typ 400-500%. Så om ni måste anlita denna firma se till att ha fast pris på ALLT. Partum drog av en symbolisk summa efter att jag klagat och blev snabbt hotfulla om betalning. Jag svarade att 5000kr var för mig skamgränsen i justering. Är inte naiv och tror inte jag skall få bra priser på deras material men någon jävla måtta får det ändå vara. Borde vara olagligt med hur elgrossister och andra aktörer ger rabatter/kickbacks till hantverkare som inte måste redovisas till kund.,Joy,0,0,0
754,Vid köksinstallation så anlitade jag Partum på rekommendation från IKEA. Partum anlitade i sin tur Skarpaby El som underleverantör för elarbetet. Notan på elen blev totalt sett högre än hela köksinstallationen då vi passade på att byta vägguttag i vår lägenhet. De lägger på flera hundra procent på materialet och hänvisar till att de använder sig av Ahlsells prislista. Elfirman (som jag kontaktade med) var inte heller sen att tillägga att de inte kan överleva på sin timpenning utan måsta tjäna pengar på materialet. Som ett exempel kan nämnas att en Dimmer som kostar under 500kr i detaljhandeln kostar närmare 1300kr när man tar det på löpande räkning. Elkablar var ännu värre påslag typ 400-500%. Så om ni måste anlita denna firma se till att ha fast pris på ALLT. Partum drog av en symbolisk summa efter att jag klagat och blev snabbt hotfulla om betalning. Jag svarade att 5000kr var för mig skamgränsen i justering. Är inte naiv och tror inte jag skall få bra priser på deras material men någon jävla måtta får det ändå vara. Borde vara olagligt med hur elgrossister och andra aktörer ger rabatter/kickbacks till hantverkare som inte måste redovisas till kund.,Fear,0,1,0
754,Vid köksinstallation så anlitade jag Partum på rekommendation från IKEA. Partum anlitade i sin tur Skarpaby El som underleverantör för elarbetet. Notan på elen blev totalt sett högre än hela köksinstallationen då vi passade på att byta vägguttag i vår lägenhet. De lägger på flera hundra procent på materialet och hänvisar till att de använder sig av Ahlsells prislista. Elfirman (som jag kontaktade med) var inte heller sen att tillägga att de inte kan överleva på sin timpenning utan måsta tjäna pengar på materialet. Som ett exempel kan nämnas att en Dimmer som kostar under 500kr i detaljhandeln kostar närmare 1300kr när man tar det på löpande räkning. Elkablar var ännu värre påslag typ 400-500%. Så om ni måste anlita denna firma se till att ha fast pris på ALLT. Partum drog av en symbolisk summa efter att jag klagat och blev snabbt hotfulla om betalning. Jag svarade att 5000kr var för mig skamgränsen i justering. Är inte naiv och tror inte jag skall få bra priser på deras material men någon jävla måtta får det ändå vara. Borde vara olagligt med hur elgrossister och andra aktörer ger rabatter/kickbacks till hantverkare som inte måste redovisas till kund.,Anger,1,2,0
754,Vid köksinstallation så anlitade jag Partum på rekommendation från IKEA. Partum anlitade i sin tur Skarpaby El som underleverantör för elarbetet. Notan på elen blev totalt sett högre än hela köksinstallationen då vi passade på att byta vägguttag i vår lägenhet. De lägger på flera hundra procent på materialet och hänvisar till att de använder sig av Ahlsells prislista. Elfirman (som jag kontaktade med) var inte heller sen att tillägga att de inte kan överleva på sin timpenning utan måsta tjäna pengar på materialet. Som ett exempel kan nämnas att en Dimmer som kostar under 500kr i detaljhandeln kostar närmare 1300kr när man tar det på löpande räkning. Elkablar var ännu värre påslag typ 400-500%. Så om ni måste anlita denna firma se till att ha fast pris på ALLT. Partum drog av en symbolisk summa efter att jag klagat och blev snabbt hotfulla om betalning. Jag svarade att 5000kr var för mig skamgränsen i justering. Är inte naiv och tror inte jag skall få bra priser på deras material men någon jävla måtta får det ändå vara. Borde vara olagligt med hur elgrossister och andra aktörer ger rabatter/kickbacks till hantverkare som inte måste redovisas till kund.,Sadness,2,0,0
754,Vid köksinstallation så anlitade jag Partum på rekommendation från IKEA. Partum anlitade i sin tur Skarpaby El som underleverantör för elarbetet. Notan på elen blev totalt sett högre än hela köksinstallationen då vi passade på att byta vägguttag i vår lägenhet. De lägger på flera hundra procent på materialet och hänvisar till att de använder sig av Ahlsells prislista. Elfirman (som jag kontaktade med) var inte heller sen att tillägga att de inte kan överleva på sin timpenning utan måsta tjäna pengar på materialet. Som ett exempel kan nämnas att en Dimmer som kostar under 500kr i detaljhandeln kostar närmare 1300kr när man tar det på löpande räkning. Elkablar var ännu värre påslag typ 400-500%. Så om ni måste anlita denna firma se till att ha fast pris på ALLT. Partum drog av en symbolisk summa efter att jag klagat och blev snabbt hotfulla om betalning. Jag svarade att 5000kr var för mig skamgränsen i justering. Är inte naiv och tror inte jag skall få bra priser på deras material men någon jävla måtta får det ändå vara. Borde vara olagligt med hur elgrossister och andra aktörer ger rabatter/kickbacks till hantverkare som inte måste redovisas till kund.,Disgust,2,0,0
754,Vid köksinstallation så anlitade jag Partum på rekommendation från IKEA. Partum anlitade i sin tur Skarpaby El som underleverantör för elarbetet. Notan på elen blev totalt sett högre än hela köksinstallationen då vi passade på att byta vägguttag i vår lägenhet. De lägger på flera hundra procent på materialet och hänvisar till att de använder sig av Ahlsells prislista. Elfirman (som jag kontaktade med) var inte heller sen att tillägga att de inte kan överleva på sin timpenning utan måsta tjäna pengar på materialet. Som ett exempel kan nämnas att en Dimmer som kostar under 500kr i detaljhandeln kostar närmare 1300kr när man tar det på löpande räkning. Elkablar var ännu värre påslag typ 400-500%. Så om ni måste anlita denna firma se till att ha fast pris på ALLT. Partum drog av en symbolisk summa efter att jag klagat och blev snabbt hotfulla om betalning. Jag svarade att 5000kr var för mig skamgränsen i justering. Är inte naiv och tror inte jag skall få bra priser på deras material men någon jävla måtta får det ändå vara. Borde vara olagligt med hur elgrossister och andra aktörer ger rabatter/kickbacks till hantverkare som inte måste redovisas till kund.,Surprise,2,0,0
755,"Jag kan INTE rekommendera Huddinge Rör AB, i mitt fall försökte dom salta fakturan. Personalen på kontoret var otrevlig när jag ringde och påpekade fakturan. Killen som hjälpte mig med med rörarbeten var långsam.",Joy,0,0,0
755,"Jag kan INTE rekommendera Huddinge Rör AB, i mitt fall försökte dom salta fakturan. Personalen på kontoret var otrevlig när jag ringde och påpekade fakturan. Killen som hjälpte mig med med rörarbeten var långsam.",Fear,0,0,0
755,"Jag kan INTE rekommendera Huddinge Rör AB, i mitt fall försökte dom salta fakturan. Personalen på kontoret var otrevlig när jag ringde och påpekade fakturan. Killen som hjälpte mig med med rörarbeten var långsam.",Anger,2,1,0
755,"Jag kan INTE rekommendera Huddinge Rör AB, i mitt fall försökte dom salta fakturan. Personalen på kontoret var otrevlig när jag ringde och påpekade fakturan. Killen som hjälpte mig med med rörarbeten var långsam.",Sadness,0,0,0
755,"Jag kan INTE rekommendera Huddinge Rör AB, i mitt fall försökte dom salta fakturan. Personalen på kontoret var otrevlig när jag ringde och påpekade fakturan. Killen som hjälpte mig med med rörarbeten var långsam.",Disgust,0,1,0
755,"Jag kan INTE rekommendera Huddinge Rör AB, i mitt fall försökte dom salta fakturan. Personalen på kontoret var otrevlig när jag ringde och påpekade fakturan. Killen som hjälpte mig med med rörarbeten var långsam.",Surprise,0,0,0
756,"Jag var här med en affärsbekant då vi befann oss på säljresa. Trevligt hotell, men nattklubben i samma lokal var helt bedrövlig. Man fick betala 20 kr för ett glas vatten! Och sen var personalen ohövlig!",Joy,0,1,0
756,"Jag var här med en affärsbekant då vi befann oss på säljresa. Trevligt hotell, men nattklubben i samma lokal var helt bedrövlig. Man fick betala 20 kr för ett glas vatten! Och sen var personalen ohövlig!",Fear,0,0,0
756,"Jag var här med en affärsbekant då vi befann oss på säljresa. Trevligt hotell, men nattklubben i samma lokal var helt bedrövlig. Man fick betala 20 kr för ett glas vatten! Och sen var personalen ohövlig!",Anger,2,0,0
756,"Jag var här med en affärsbekant då vi befann oss på säljresa. Trevligt hotell, men nattklubben i samma lokal var helt bedrövlig. Man fick betala 20 kr för ett glas vatten! Och sen var personalen ohövlig!",Sadness,0,1,0
756,"Jag var här med en affärsbekant då vi befann oss på säljresa. Trevligt hotell, men nattklubben i samma lokal var helt bedrövlig. Man fick betala 20 kr för ett glas vatten! Och sen var personalen ohövlig!",Disgust,0,2,2
756,"Jag var här med en affärsbekant då vi befann oss på säljresa. Trevligt hotell, men nattklubben i samma lokal var helt bedrövlig. Man fick betala 20 kr för ett glas vatten! Och sen var personalen ohövlig!",Surprise,0,2,0
757,"Skall du bo på hotell i sundsvall skall du INTE bo här, deras personal är direkt otrevliga, dom tror att man som kund klagar bara för klagandets skull. Boka på Scandid Sundsvall Nord istället, VÄLDIGT trevlig personal bra mat",Joy,2,0,2
757,"Skall du bo på hotell i sundsvall skall du INTE bo här, deras personal är direkt otrevliga, dom tror att man som kund klagar bara för klagandets skull. Boka på Scandid Sundsvall Nord istället, VÄLDIGT trevlig personal bra mat",Fear,0,0,0
757,"Skall du bo på hotell i sundsvall skall du INTE bo här, deras personal är direkt otrevliga, dom tror att man som kund klagar bara för klagandets skull. Boka på Scandid Sundsvall Nord istället, VÄLDIGT trevlig personal bra mat",Anger,1,0,0
757,"Skall du bo på hotell i sundsvall skall du INTE bo här, deras personal är direkt otrevliga, dom tror att man som kund klagar bara för klagandets skull. Boka på Scandid Sundsvall Nord istället, VÄLDIGT trevlig personal bra mat",Sadness,0,2,0
757,"Skall du bo på hotell i sundsvall skall du INTE bo här, deras personal är direkt otrevliga, dom tror att man som kund klagar bara för klagandets skull. Boka på Scandid Sundsvall Nord istället, VÄLDIGT trevlig personal bra mat",Disgust,0,2,2
757,"Skall du bo på hotell i sundsvall skall du INTE bo här, deras personal är direkt otrevliga, dom tror att man som kund klagar bara för klagandets skull. Boka på Scandid Sundsvall Nord istället, VÄLDIGT trevlig personal bra mat",Surprise,0,0,0
758,Fick bara köra 2 timmar trots att vi betalade för 3 timmar och tom fick detta skrivet på kvittot. Chefen ville inte ge oss någon rimlig kompensation utan tyckte vi fick skylla oss själva att vi körde för fort. Rekommenderas verkligen inte!!,Joy,0,0,0
758,Fick bara köra 2 timmar trots att vi betalade för 3 timmar och tom fick detta skrivet på kvittot. Chefen ville inte ge oss någon rimlig kompensation utan tyckte vi fick skylla oss själva att vi körde för fort. Rekommenderas verkligen inte!!,Fear,0,0,0
758,Fick bara köra 2 timmar trots att vi betalade för 3 timmar och tom fick detta skrivet på kvittot. Chefen ville inte ge oss någon rimlig kompensation utan tyckte vi fick skylla oss själva att vi körde för fort. Rekommenderas verkligen inte!!,Anger,1,2,2
758,Fick bara köra 2 timmar trots att vi betalade för 3 timmar och tom fick detta skrivet på kvittot. Chefen ville inte ge oss någon rimlig kompensation utan tyckte vi fick skylla oss själva att vi körde för fort. Rekommenderas verkligen inte!!,Sadness,0,2,0
758,Fick bara köra 2 timmar trots att vi betalade för 3 timmar och tom fick detta skrivet på kvittot. Chefen ville inte ge oss någon rimlig kompensation utan tyckte vi fick skylla oss själva att vi körde för fort. Rekommenderas verkligen inte!!,Disgust,0,2,1
758,Fick bara köra 2 timmar trots att vi betalade för 3 timmar och tom fick detta skrivet på kvittot. Chefen ville inte ge oss någon rimlig kompensation utan tyckte vi fick skylla oss själva att vi körde för fort. Rekommenderas verkligen inte!!,Surprise,0,0,0
759,"Vi fick ett mycket bra bemötande av Pernilla, hon var alltid hjälpsam och såg till att vi kände oss trygga från visning till att vi flyttat in. Trevlig och förtroendeingivande!",Joy,2,2,2
759,"Vi fick ett mycket bra bemötande av Pernilla, hon var alltid hjälpsam och såg till att vi kände oss trygga från visning till att vi flyttat in. Trevlig och förtroendeingivande!",Fear,0,0,0
759,"Vi fick ett mycket bra bemötande av Pernilla, hon var alltid hjälpsam och såg till att vi kände oss trygga från visning till att vi flyttat in. Trevlig och förtroendeingivande!",Anger,0,0,0
759,"Vi fick ett mycket bra bemötande av Pernilla, hon var alltid hjälpsam och såg till att vi kände oss trygga från visning till att vi flyttat in. Trevlig och förtroendeingivande!",Sadness,0,0,0
759,"Vi fick ett mycket bra bemötande av Pernilla, hon var alltid hjälpsam och såg till att vi kände oss trygga från visning till att vi flyttat in. Trevlig och förtroendeingivande!",Disgust,0,0,0
759,"Vi fick ett mycket bra bemötande av Pernilla, hon var alltid hjälpsam och såg till att vi kände oss trygga från visning till att vi flyttat in. Trevlig och förtroendeingivande!",Surprise,0,0,0
760,"Flyttade köket från ett rum till ett annat i sekelskifteslägenhet (1912). De kom i när de sa att de skulle komma, jobbade effektivt och gjorde ett riktigt bra jobb. Lätta att kommunicera med framförallt så sätter de kunde först. Är det något som behöver fixas till, så gör dem de utan att rynka på näsan. Rekommenderas!",Joy,1,3,2
760,"Flyttade köket från ett rum till ett annat i sekelskifteslägenhet (1912). De kom i när de sa att de skulle komma, jobbade effektivt och gjorde ett riktigt bra jobb. Lätta att kommunicera med framförallt så sätter de kunde först. Är det något som behöver fixas till, så gör dem de utan att rynka på näsan. Rekommenderas!",Fear,0,0,0
