id,text,anger,disgust,fear,joy,sadness
afr_train_track_a_00216,Ek weet ook dat u reeds verskeie kursusse op landbougebied deurloop het.,0,0,0,0,0
afr_train_track_a_00217,Daar sal uiteindelik 16 ha tafeldruiwe ontwikkel word waarvan twee ha reeds in 2006 aangeplant is.,0,0,0,1,0
afr_train_track_a_00218,Dus behoort die vraag of groei regverdig verdeel word ’n sentrale aspek van alle ekonomiese oorwegings te wees.,0,0,1,0,0
afr_train_track_a_00219,Om betrokke te raak by die welsyn van hulel families en hulle kultuurgemeenskap.,0,0,0,1,0
afr_train_track_a_00220,Die Vrystaatse ad hoc-komitee is nie tevrede nie en vra 'n onderhoud met die Minister van Nasionale Opvoeding aan.,0,0,0,0,0
afr_train_track_a_00221,As gevolg van toeslikking en groter waterbehoeftes word die wal van Keeromdam gedurende 1889 - 1990 met 3 - 4 verhoog.,0,0,0,0,0
afr_train_track_a_00222,Die skrywer self het egter verkies om sy verjaardag op die twaalfde te vier.,0,0,0,0,0
afr_train_track_a_00223,Ons finansiële instellings is 'n kragtige voorbeeld wat ons ietwat beskut het teen die wêreldwye ekonomiese storms.,0,0,0,1,0
afr_train_track_a_00224,Dit beteken ook dat elkeen 'n blyplek van sy eie sal hê waarop hy of sy trots kan wees.,0,0,0,1,0
afr_train_track_a_00225,Ons sal die inhiberende faktore deeglik in oënskou neem sodat ons hierdie program as ’n saak van dringendheid kan bespoedig.,0,0,1,0,0
afr_train_track_a_00226,Tans is een derde van ons orgaanskenkers lewende familielede en die res van die organe word beskikbaar weens sterfgevalle.,0,0,0,0,1
afr_train_track_a_00227,"Vandag moet ons, met selfs groter selfvertroue, oor vryheid praat.",0,0,0,1,0
afr_train_track_a_00228,Volgens die 2001-sensus het 116 258 huishoudings in die Wes-Kaap nie oor basiese sanitasie beskik nie.,0,1,0,0,1
afr_train_track_a_00229,Hierdie stelling is baie van toepassing op die mense op die Koebeeberg by Vanrhynsdorp.,0,0,0,0,0
afr_train_track_a_00230,Daar is reeds 24 ha tafeldruiwe onder net gevestig en 'n verdere 14 ha is ook onder net ontwikkel.,0,0,0,0,0
afr_train_track_a_00231,Intussen voorsien die Hexvallei Besproeiingsraad water aan die groep uit hul bestaande bronne.,0,0,0,0,0
afr_train_track_a_00232,Net om bevolkingsgroei te neutraliseer beweer Minister AB Williams dat 'n groei van 6% daarvoor nodig is.Dit is tans ongeveer 2%.,0,0,1,0,1
afr_train_track_a_00233,Dit is 'n belangrike mylpaal dat u daarin gelsaag het om die verdelings van die verlede te oorbrug.,0,0,0,1,0
afr_train_track_a_00234,"Dit sluit eerstens hoër beleggingskoerse in, beide deur die openbare en privaatsektor.",0,0,0,1,0
afr_train_track_a_00235,So hier is ons kans om ook ons kant van die saak te stel.,0,0,0,0,0
afr_train_track_a_00236,Die versameling bevat ook heelwat ander werk as taalrubrieke wat Hiemstra vir die koerant geskryf het.,0,0,0,0,0
afr_train_track_a_00237,Kom ons maak die gesamentlike geveg teen rassisme ons eerste prioriteit.,0,0,0,1,0
afr_train_track_a_00238,Hierdie vyfjaar rollende plan is in 2007/08 nagesien en dit beloop nou R78 biljoen.,0,0,0,0,0
afr_train_track_a_00239,"Hier is koffie gedrink, en is die Museumdag-aspek sinvol beklemtoon.",0,0,0,1,0
afr_train_track_a_00240,Ek het die reg om te glo wat ek wil glo.,1,0,0,0,0
afr_train_track_a_00241,"Donderdag, 7 Augustus, word gewy aan alle besigheidsvroue in die landbousektor, en spesifiek dié betrokke by uitvoere.",0,0,0,1,0
afr_train_track_a_00242,Ons Inter-Ministeriële Komitee op Korrupsie ondersoek maniere om korrupsie doelgerig die nek in te slaan.,0,0,0,1,0
afr_train_track_a_00243,Laat die dood van Nadine Jantjies nie verniet wees nie.,0,0,0,0,1
afr_train_track_a_00244,Die skaaltjie wat hy gebruik het om die posstukke te weeg is in Pretoria in die museum in Boomstraat te sien.,0,0,0,0,0
afr_train_track_a_00245,Ek wil u uitnooi om onbevange te praat sodat ons die tipe gesprek kan voer waaraan ons binne landbou gewoond is.,0,0,0,1,0
afr_train_track_a_00246,"Afrikaans is nie my moedertaal nie, maar dis belangrik dat ek u in die taal waarmee u gemaklik is, toespreek.",0,0,0,0,0
afr_train_track_a_00247,Ek kom so baie hier by u op Vuki dat die motor al vanself hier wil indraai as ek verby ry.,0,0,0,1,0
afr_train_track_a_00248,"Dit is waar die verskil gemaak gaan word, dit is die vennootskap vir verandering.",0,0,0,1,0
afr_train_track_a_00249,Ons moet hierdie groot prestasie inderdaad vier.,0,0,0,1,0
afr_train_track_a_00250,Briewe moes geweeg en possakke moes verseël word.,0,0,0,0,0
afr_train_track_a_00251,Dit is slegs mense wat iets het om mee te spog wat skou.,0,0,0,0,0
afr_train_track_a_00252,By geleentheid het die Ambassadeurspaar op Wesselsbron kom besoek aflê.,0,0,0,0,0
afr_train_track_a_00253,Graag wens ek u geluk met die inisiatief om hierdie Kongres te reël.,0,0,0,1,0
afr_train_track_a_00254,Ons is die enigste Afrikaanssprekendes by die MinMEC vergaderings.,0,0,0,0,0
afr_train_track_a_00255,Junie 2007 is daar 'n konferensie oor alkoholmisbruik onder plaaswerkers gehou.,0,0,0,0,1
afr_train_track_a_00256,Maar dit het my aan die dink gesit.,0,0,0,0,0
afr_train_track_a_00257,Sedertdien is 231 huise gebou.,0,0,0,0,0
afr_train_track_a_00258,Die status en die welvaart van die taal is ten nouste gekoppel aan die besit en uitoefening van politieke mag.,0,0,0,0,0
afr_train_track_a_00259,Die verskyning van hierdie boek het dus betekenis wat veel verder strek as die toekoms van Afrikaans.,0,0,0,1,0
afr_train_track_a_00260,Dit sê vir my dat u strewe na `n beter lewe vir u en u families.,0,0,0,1,0
afr_train_track_a_00261,Die susters glo ook dat hul moeder daarteen gekant was dat haar lied soos Ellie Rhee op elke straathoek gesing word.,0,0,0,0,0
afr_train_track_a_00262,Die redery was Van Maenen & Van den Broeck (Antwerpen).,0,0,0,0,0
afr_train_track_a_00263,"Hy was 50 jaar lank ouderling in die kerk, Chris Barnard se pa voorgestel in die NG Kerk op Beaufort-Wes.",0,0,0,0,0
afr_train_track_a_00264,Dit is ons volkskontrak.,0,0,0,0,0
afr_train_track_a_00265,Daar is ook 'n begroting van R200 000 aan die plan gekoppel vir die huidige finansiele jaar.,0,0,0,0,0
afr_train_track_a_00266,Dennis Horn) en sy neem sedert haar 12de jaar deel aan die Junior Nasionale Seëlskou (JUNASS).,0,0,0,1,0
afr_train_track_a_00267,Holloway en vergesel hom later na Washington en Londen as Ambassadeursvrou.,0,0,0,0,0
afr_train_track_a_00268,"Dis ook nie sake waaroor ons net in die Parlement kan praat nie, daar moet dade volg.",0,0,0,0,0
afr_train_track_a_00269,Ons kan nie toelaat dat die bedryf deur sulke vrot kolle bederf word nie.,0,1,0,0,0
afr_train_track_a_00270,Ek weet dat julle als het wat nodig is om Dalrose 'n energieke en belangrike deel van die gemeenskap te maak.,0,0,0,1,0
afr_train_track_a_00271,Die mikpunt is dat oor 4 jaar 'n totaal van 50 ha ontwikkel moet wees.,0,0,0,0,0
afr_train_track_a_00272,En dit hoef nooit 'n dodelike siekte te wees nie.,0,0,0,1,0
afr_train_track_a_00273,"In Augustus 1997 het prof. N.J. Snyman sy versameling knipsels oor veral die Afrikaanse letterkunde, aan NALN oorgedra.",0,0,0,0,0
afr_train_track_a_00274,Ons het wetstoepassingsagentskappe beveel om strenger op te tree teen wetteloosheid in Balfour en ander gebiede.,0,0,1,0,0
afr_train_track_a_00275,"Jou beste prestasie nou, het jou net in posissie geplaas om die volgende uitdaging te oorkom.",0,0,1,1,0
afr_train_track_a_00276,Deur die jare het dit duideliker as ooit geraak dat hierdie vennootskap baie wedersydse voordele inhou.,0,0,0,0,0
afr_train_track_a_00277,Ons sal voortgaan om ons gesondheidsorgstelsel te verbeter.,0,0,0,1,0
afr_train_track_a_00278,Deur saam te werk sal ons misdaad verslaan.,0,0,0,1,0
afr_train_track_a_00279,Kom ons maak werk daarvan om skouriviere in ons provinsie te hê.,0,0,0,1,0
afr_train_track_a_00280,Dit is ons toekoms.,0,0,0,0,0
afr_train_track_a_00281,Ons sal harder met ons internasionale eweknieë moet saamwerk om 'n wettig bindende verdrag te beding.,0,0,1,0,1
afr_train_track_a_00282,Deur die jare het ons voortdurend die regeringstrukture verbeter.,0,0,0,1,0
afr_train_track_a_00283,Dit is deels die gevolg van doelbewuste programme deur die Regering om openbare infrastruktuur uit te brei.,0,0,0,1,0
afr_train_track_a_00284,"Ons begroot binne 'n drie-jaar of medium termyn raamwerk, en jaarliks in Oktober gee ons 'n begrotingsvoorsmaak aan die parlement.",0,0,0,1,0
afr_train_track_a_00285,Die filosofie van lewenslange leer en uitkomsgebaseerde onderrig vorm die hoeksteen van die opleiding wat in 'n verskeidendheid vorme aangebied word.,0,0,0,0,0
afr_train_track_a_00286,Hierdie tipe inligting stel die Museum eweneens aan navorsers en ander belanghebbendes beskik-baar.,0,0,0,1,0
afr_train_track_a_00287,Die ontstaan en ontwikkeling van die leeskringkultuur vorm 'n belangrike tema in die geskiedenis van die Afrikaanse literatuur en die Afrikaanse boek.,0,0,0,1,0
afr_train_track_a_00288,Van besondere belang was die erosie wat naby Calitzdorp plaasgevind het.,0,0,1,0,1
afr_train_track_a_00289,Hierdie basiese waarhede word reeds erken in ons Grondwet.,0,0,0,1,0
afr_train_track_a_00290,Hierdeur is die basis gelê vir die historiese aankondigings wat President FW de Klerk 20 jaar gelede gemaak het.,0,0,0,0,0
afr_train_track_a_00291,Ons gee hier 'n samevatting en enkele uittreksels uit die lesing.,0,0,0,0,0
afr_train_track_a_00292,Hier in sekere Wes-Kaapse dorpe is die aantal teringgevalle kommerwekkend hoog en neem dit jaarliks toe.,0,0,1,0,1
afr_train_track_a_00293,Ons wil hê dat u mede-eienaarskap van u eie toekoms moet opneem.,1,0,0,0,0
afr_train_track_a_00294,My beklemtoning van kulturele diversiteit moet nie verkeerd verstaan word nie.,0,0,1,0,0
afr_train_track_a_00295,"Maar ons, as Afrikaanse moedertaalsprekers, moet daarteen waak om nie die taal te isoleer van ander taal-omgewings nie.",0,0,1,0,0
afr_train_track_a_00296,Verlede jaar het ons ons eerste resessie in 17 jaar ervaar.,0,0,1,0,1
afr_train_track_a_00297,Hierdie afname is grootliks te danke aan 'n dramatiese uitbreiding van besteding op maatskaplike toelae sedert 2002.,0,0,0,0,0
afr_train_track_a_00298,Met die toenemende belangrikheid van dienste en nuwe tegnologie fokus ons sentraal op die beskikbaarheid en kwaliteit van onderwys en opleiding.,0,0,0,1,0
afr_train_track_a_00299,"Ek glo baie sterk daaraan aan om te kan boer nie'n reg is nie, dis 'n voorreg.",0,0,0,1,0
afr_train_track_a_00300,Kommersiële suiwelprodusente kan volgens die unieke konsep ook koeie verhuur aan die projek en daardeur punte op hul SEB-telkaart kan verwerf.,0,0,0,1,0
afr_train_track_a_00301,Langenhoven is almal se erfenis - dit het die geskiedenis voldoende bewys.,0,0,0,1,0
afr_train_track_a_00302,Hulle was vir my meer soos 'n tweede ma en pa as 'n ouma en oupa.,0,0,0,1,0
afr_train_track_a_00303,Terselfdertyd beoog ons om digitale uitsending aan 50% van die bevolking beskikbaar te stel teen die einde van die jaar.,0,0,0,1,0
afr_train_track_a_00304,En geen taak is belangriker as om ons land en ons nasie te verenig.,0,0,0,1,0
afr_train_track_a_00305,As u in die oggend opstaan moet u met 'n lied in die hart gaan werk.,0,0,0,1,0
afr_train_track_a_00306,"As enigiemand beter planne het, sê vir ons want ons is buigsaam.",0,0,0,1,0
afr_train_track_a_00307,"Die klem val enersyds op die aanmoediging en ontwikkeling van kuns-, dans-, drama- en musiektalent om potensiaal bloot te lê.",0,0,0,1,0
afr_train_track_a_00308,Dié versameling van oor die 700 knipsels vul ons bestaande tydskrifbank goed aan.,0,0,0,1,0
afr_train_track_a_00309,Deur Beukes se toedoen is die eenakter ook as genre in voorgeskrewe werk in die hoërskole van die destydse onderwysdepartemente ingevoer.,0,0,0,0,0
afr_train_track_a_00310,Ook die Wes-Kaapse Taalkomitee het in November verlede jaar 'n werkswinkel vir 'n bewussynsveldtog vir Khoisan-tale in die provinsie gehou.,0,0,0,1,0
afr_train_track_a_00311,Ek wil afsluit deur aan wenners te sê: Baie geluk.,0,0,0,1,0
afr_train_track_a_00312,Aandeelhouers ontvang gereeld opleiding rondom die projek.,0,0,0,0,0
afr_train_track_a_00313,"Ek het dit al by herhaling gesê, maar ek dink dit is goed om dit weer eens vandag te sê.",0,0,0,1,0
afr_train_track_a_00314,Ons wil hê die inwoners van ons provinsie moet mede-regeerders wees.,0,0,0,1,0
afr_train_track_a_00315,Sekere aspekte van die projek het egter ook 'n baie lang aanloop.,0,0,0,0,1
afr_train_track_a_00316,Jongmense koop weer CD's met Afrikaanse musiek.,0,0,0,1,0
afr_train_track_a_00317,"Om as gasheerland vir die FIFA Wêreldbeker op te tree, maak van 2010 voorwaar 'n jaar van aksie.",0,0,0,1,0
afr_train_track_a_00318,"Maar ek het sedertdien in die politiek en die samelewing geleer dat daar niks soos ""Nooit"" is nie.",0,0,0,0,0
afr_train_track_a_00319,"Ons geskiedenis lewe van sy pionierskarakter, van durf en moed, van die groot vryheidsdrang wat terugdateer na Vryburgerdae kort na volkstigting.",0,0,0,1,0
afr_train_track_a_00320,Die terminaal is tans onder konstruksie by die Ngqura hawe en ons sal meer detail voortaan aankondig.,0,0,0,0,0
afr_train_track_a_00321,Effektiewe Staatsbeheerde Ondernemings (SO) is van kardinale belang vir enige ontwikkelende land.,0,0,0,0,0
afr_train_track_a_00322,Die transaksie is gefinaliseer via 'n leningsrekening vanaf die huidige eienaar.,0,0,0,0,0
afr_train_track_a_00323,Dit is moontlik omdat Helen Zille my toelaat om op landbou te fokus.,0,0,0,1,0
afr_train_track_a_00324,Ek is bly daar is so taakgroep.,0,0,0,1,0
afr_train_track_a_00325,"Aangesien die besproeiingsraad nie die finansiële las van erosie beskermingswerke kon dra nie, moes befondsing elders bekom word.",0,0,0,0,1
afr_train_track_a_00326,Daar word gesê dat die jeug van vandag in hul lewe tot vyf keer van beroep gaan verander.,0,0,0,0,0
afr_train_track_a_00327,"Hy het hier gou ekstra take op hom geneem, soos die persklaarmaak van boeke vir die uitgewersafdeling.",0,0,0,0,0
afr_train_track_a_00328,Ek weet dat die oorgrote meerderheid van hulle sal voortgaan om te help bou aan hierdie Afrika-vaderland van hulle.,0,0,0,1,0
afr_train_track_a_00329,En ons is nie klaar met hom nie.,0,0,0,0,0
afr_train_track_a_00330,"Nietemin het dit die Toerien-dogters hewig ontstel want, het hulle gesê, ""ons vader was beslis geen papbroek nie"".",1,0,0,0,1
afr_train_track_a_00331,Die vryheid om onsself uit te druk is een van die wonderlike prestasies van ons nuwe demokrasie.,0,0,0,1,0
afr_train_track_a_00332,Sy het net gehelp om dit te publiseer.,0,0,0,1,0
afr_train_track_a_00333,Werkloosheid is dwarsoor die wêreld 'n problem en daar is op die oog af nie maklike antwoorde nie.,0,0,0,0,1
afr_train_track_a_00334,Die gesin het ondertussen hier en daar woonplek gevind o.a.,0,0,0,1,0
afr_train_track_a_00335,Dit het al die bestanddele van 'n suksesvolle boerdery.,0,0,0,1,0
afr_train_track_a_00336,"Laasgenoemde kan dalk 'n probleem wees, maar dit lyk asof sy ook onder hulle begin inklim as daar nie gewerk word nie.",0,0,1,0,0
afr_train_track_a_00337,"Hy het kennis gemaak met die taalkundige J. du P. Scholtz, wat 'n tyd aan die uitgewersafdeling verbonde was.",0,0,0,0,0
afr_train_track_a_00338,Gedurende 2005 is die eerste stokkies geplant en vanjaar is die plaas vergroot na 8 ha.,0,0,0,1,0
afr_train_track_a_00339,"Byvoorbeeld, druk om grond beskikbaar te stel vir behuising en verstedeliking, water vir menslike en nywerheidsgebruik, ens.",0,0,0,0,0
afr_train_track_a_00340,"Chanette Paul, kortverhaal- en hygromanskywer, het van haar eerste pennevrugte gestuur.",0,0,0,0,0
afr_train_track_a_00341,Dit alles bring ons nog geen duim nader aan die oplossing nie.,0,0,0,0,1
afr_train_track_a_00342,Die dam word in 1954 voltooi en oorstroom sy walle in Augustus van dieselfde jaar.,0,0,0,1,0
afr_train_track_a_00343,Al hierdie dinge het gelei tot die onderhandelingsproses wat uitgeloop het op ons eerste demokratiese verkiesing in 1994.,0,0,0,1,0
afr_train_track_a_00344,Gister was die herdenking van die vrystelling van die Kaapse slawe op 1 Desember 1838.,0,0,0,1,0
afr_train_track_a_00345,Na vyf jaar op kosskool kon my suster en ek terug na Pretoria.,0,0,0,1,0
afr_train_track_a_00346,Die reis na die verre Suid-Afrikaanse Republiek sou buitendien nie maklik wees nie.,0,0,1,0,0
afr_train_track_a_00347,Ons weet ook dat Suid-Afrika veel minder geraak word as baie ander lande.,0,0,0,1,0
afr_train_track_a_00348,Maar: Ondersteuning van ons nuwe boere bly egter van kritieke belang.,0,0,0,0,0
afr_train_track_a_00349,Wingerde en landbougrond van onskatbare waarde word verwoes en toegeslik.,0,0,0,0,1
afr_train_track_a_00350,Dit was baie besonders om die briewe te lees en jouself so te sien grootword deur die oë van iemand wat jou liefhet.,0,0,0,1,0
afr_train_track_a_00351,Jakalskraal Gemeenskapplaas is 'n melkery wat vir baie jare deur CASIDRA bestuur is.,0,0,0,0,0
afr_train_track_a_00352,Vandag vier ons die 30ste herdenking van die ontstaan van die Afrikaanse Taalmuseum- en Monument.,0,0,0,1,0
afr_train_track_a_00353,Dit is 'n taal wat besig is om oor te kook.,0,0,0,0,0
afr_train_track_a_00354,Vanuit die polities-korrekte vertrekpunte van die huidige is die Eurosentrisme daarvan dalk nog steeds ongemaklik.,0,0,1,0,1
afr_train_track_a_00355,"Eindelik in 1891 het die blye dag aangebreek dat ons na Skietfontein, agter Magaliesberg kon trek.",0,0,0,1,0
afr_train_track_a_00356,U sal ook moet waak teen die soeke na kitsoplossings.,0,0,1,0,0
afr_train_track_a_00357,"Hiemstra-Trust gestig, wat reeds sowat R1,5 miljoen ter bevordering van Afrikaans bestee het.",0,0,0,1,0
afr_train_track_a_00358,Eerstens het geld-metrieke armoede aansienlik afgeneem sedert die eeuwisseling.,0,0,0,1,0
afr_train_track_a_00359,"Die onderwys moet, saam met ander sektore, die sleutel verskaf tot 'n meer voorspoedige en vooruitstrewende Suid-Afrikaanse samelewing.",0,0,0,0,0
afr_train_track_a_00360,In werklikheid stap sy dan haar dood tegemoet.,0,0,0,0,1
afr_train_track_a_00361,Die huidige getalle oorwig en die voorspelde groei in die nuwe Suid-Afrika is 'n verdoemende situasie soos uit die Groenskrif oor bevolkingsontwikkeling blyk.,0,0,1,0,1
afr_train_track_a_00362,"Leviseur se eie tuin, dus het laasgenoemde sommer die boompies ook verskaf!",0,0,0,1,0
afr_train_track_a_00363,"Aan die een kant sal planne voortgaan om werksgeleenthede uit te brei in sektore soos gesondheid, maatskaplike werk, onderwys en wetstoepassingsagentskappe.",0,0,0,1,0
afr_train_track_a_00364,"Aansienlike verdere besinninbg en beplanning word gevra, alvorens daar werklik 'n geloofwaardige en aanvaarbare onderwysvoorsieningstelsel gevestig kan word.",0,0,0,0,0
afr_train_track_a_00365,Die taal groei welig soos goudgeel gousblomme na geil re ns in Namakwaland.,0,0,0,1,0
afr_train_track_a_00366,Ry maar net deur die graanproduserende areas van die Wes-Kaap en sien hoe die boere oënskynlik op die gunstige prys-seine reageer.,0,0,0,1,0
afr_train_track_a_00367,"O, maar kyk die verskriklike monsters uit die Middeleeuse verbeelding!",0,0,1,0,0
afr_train_track_a_00368,Gelyklopend met hierdie onderneming is 'n spesiale projek om ingrypings te ondersoek wat nodig is ten opsigte van kwesbare kinders ouer as 14.,0,0,0,0,0
afr_train_track_a_00369,Wanneer jy toegerus is met kennis kan jy soveel meer bydra tot die sukses van die boerdery waarby jy betrokke is.,0,0,0,1,0
afr_train_track_a_00370,"Die dertien stories wat sy geskryf het vir haar Dieretuin-stories, was baie gewild en sommige van hulle is ook in Suid-Sotho vertaal.",0,0,0,1,0
afr_train_track_a_00371,U het reeds verneem dat die nasionale regering R400 miljoen bewillig het vir droogtehulp.,0,0,0,1,0
afr_train_track_a_00372,As Minister van Landbou is ek trots op u. Ons benodig u toewyding en vaardighede in die Wes-Kaap se landbou sektor.,0,0,0,1,0
afr_train_track_a_00373,Vir analitiese doeleindes word Suid-Afrikaanse huishoudings in 10 LSM (LSM = Life Style Measure) groepe ingedeel.,0,0,0,0,0
afr_train_track_a_00374,Dit is in die Hansard opgeneem en was ook in baie nuusblaaie.,0,0,0,0,0
afr_train_track_a_00375,So u sien dat daar 'n groot aantal rolspelers is wat 100 persent aan die projek verbind is.,0,0,0,0,0
afr_train_track_a_00376,Miskien moet sy verder werk aan die toonsetting: sommer hierdie week nog begin.,0,0,0,0,0
afr_train_track_a_00377,Intussen sal ons voortgaan om nuwe inisiatiewe te soek wat die maatskaplike loon progressief sal verbeter.,0,0,0,1,0
afr_train_track_a_00378,Ek het 'n paar voorbeelde vir u.,0,0,0,0,0
afr_train_track_a_00379,Ons demokrasie is gesond.,0,0,0,1,0
afr_train_track_a_00380,Ons is ook bemoedig dat navorsing oor die voorkoms van MIV stabilisasie ‘n effense afname in die tempo van infeksie toon.,0,0,0,1,0
afr_train_track_a_00381,Dit durf nie 'n verdelende mag in Suid-Afrika wees nie.,0,0,1,0,0
afr_train_track_a_00382,Sommige persone van die groep is reeds intussen by soortgelyk projekte in die omgewing betrek.,0,0,0,1,0
afr_train_track_a_00383,Dit moet nog geproklameer word.,0,0,0,0,0
afr_train_track_a_00384,Die mate waartoe ons daarin slaag sal die sukses van ons nasiebouprogram bepaal.,0,0,1,0,0
afr_train_track_a_00385,Die projek versamel en verpak marknavorsingsinligting van woonbuurt (township) verbruikers.,0,0,0,0,0
afr_train_track_a_00386,"Ansie se pa was 'n sendeling-dominee, Oom Kallie van der Colff.",0,0,0,0,0
afr_train_track_a_00387,Die werkswinkel leer van die basiese noodhulp aan pasiënte en die belangrikheid van die eerste paar minute wat krities is vir die pasiënt.,0,0,0,1,0
afr_train_track_a_00388,Eintlik is ons vroeër die week ook al bederf met 'n besoek aan die platteland.,0,0,0,1,0
afr_train_track_a_00389,Baie van haar kinderboeke weerspieël die verloop van haar eie lewe.,0,0,0,0,0
afr_train_track_a_00390,Die totale kapitaalkoste van die skema is ongeveer R2 miljoen.,0,0,0,0,0
afr_train_track_a_00391,Daarby is die vordering met konflikoplossing loop baie minder in daardie state as in Suid-Afrika.,0,0,0,0,0
afr_train_track_a_00392,Ons moet dit voorkom.,0,0,1,0,0
afr_train_track_a_00393,"Boeke, boeke en nogmaals boeke is ook gestuur vanaf Tafelberg.",0,0,0,1,0
afr_train_track_a_00394,Elke keer as jy dink jy is bo sal jy agterkom die leer het weer langer geword.,0,0,0,0,1
afr_train_track_a_00395,"Die departement is reeds besig met navorsing oor die effektiewe gebruik van besproeiingswater asook verbouiingstegnieke, soos geen-bewerking, waar grondvog bewaar word.",0,0,0,1,0
afr_train_track_a_00396,Dat daar wesenlike en fundamentele verskille is en dit is daardie keuse wat moet deurkom na die kieserspubliek.,0,0,0,0,0
afr_train_track_a_00397,"Haar jongste poësiebundel Muur van berge het 'n besonderse ontstaansgeskiedenis, naamlik die lang siekbed en dood van haar moeder.",0,0,0,0,1
afr_train_track_a_00398,Ons wil na julle uitreik.,0,0,0,1,0
afr_train_track_a_00399,"Sy stem is stil, maar sy ryke taalerfenis leef voort.",0,0,0,1,1
afr_train_track_a_00400,Daar is ander maniere wat gevolg kan word en gevolg moet word.,0,0,0,0,0
afr_train_track_a_00401,"Hierdie situasie het die onvermydelike besef dat die tydperk van goedkoop en voldoende elektrisiteit op 'n einde is, verhaas.",0,0,0,0,1
afr_train_track_a_00402,Natuurlik moet ons ook toegee dat die grondherverdelingsprogram en die na-vestiging-ondersteuning vinniger en beter hanteer kon word.,1,0,0,0,1
afr_train_track_a_00403,"Ek verwys hier spesifiek na die FIFA-Wêreldbeker in 2010, sowel as die Konfederasiebeker 'n paar maande van nou af.",0,0,0,0,0
afr_train_track_a_00404,Hierdie loodsprojekte behoort teen die einde van die jaar afgehandel te wees.,0,0,0,0,0
afr_train_track_a_00405,"Ons kan die gulsigheid, kortsigtigheid en sorgeloosheid van bestuurders van groot korporasies, wat die krisis bespoedig het, blameer.",1,1,0,0,0
afr_train_track_a_00406,My dank en die van die regering en die mense van Mpumalanga loop veral uit na die lede van ons veiligheidsmagte.,0,0,0,1,0
afr_train_track_a_00407,Gedurende my lewe het ek myself toegewy aan hierdie vryheidstryd van die mense van Afrika.,0,0,0,1,0
afr_train_track_a_00408,Haar eerste skryfwerk was egter nie vir kinders nie.,0,0,0,0,0
afr_train_track_a_00409,Ons moet iets doen daaraan.,0,0,1,0,0
afr_train_track_a_00410,Maar die gids het eintlik ook nie mooi verstaan wat hy wou sê nie.,0,0,0,0,1
afr_train_track_a_00411,Die verbod sal heroorweeg word indien meer sekerheid oor die beheer vanaf die Oos-Kaap verkry is.,0,0,0,0,0
afr_train_track_a_00412,Ek wil nou sien dat die nuwe boere wat reeds gevestig is gehelp moet word om te ontwikkel tot kommersiële produsente.,0,0,0,0,0
afr_train_track_a_00413,"Ons sal almal saamwerk om die negatiewe uitwerking wat hierdie gebeure op die ekonomie gehad het, hok te slaan.",0,0,0,1,0
afr_train_track_a_00414,Die toerisme bedryf kan net tot 'n volhoubare bedryf ontwikkel as ons deurlopend goeie diens lewer.,0,0,1,0,0
afr_train_track_a_00415,"Terwyl die museum geopen is op 14 Augustus 1975, is die monument amptelik op 10 Oktober 1975 onthul.",0,0,0,0,0
afr_train_track_a_00416,Ons uitdaging is om hierdie ideale om te skakel in programme en projekte wat doeltreffend geïmplementeer kan word.,0,0,0,0,0
afr_train_track_a_00417,"En asof dit nie genoeg is nie: Hier kom 'n man uit Malelane, en noem homself Boendoe.",0,0,0,0,0
afr_train_track_a_00418,Sterkte met almal se studies en skryfwerk en ons sien uit na die volgende besoek.,0,0,0,1,0
afr_train_track_a_00419,Wie besit nog P.J.,0,0,0,0,0
afr_train_track_a_00420,"Dié ideaal is toe later in die groter konsep van NALN opgeneem, en hulle het onvervangbare dienste aan die Museum gelewer.",0,0,0,1,0
afr_train_track_a_00421,Eskom het aangekondig dat sy R150 biljoen beleggingsprogram oor die volgende vyf jaar sal plaasvind.,0,0,0,1,0
afr_train_track_a_00422,"By De Volkstem was sy leermeesters twee veelsydige joernaliste: Gustav Preller, voorvegter vir Afrikaans, en die gebore Nederlander Frederik Rompel.",0,0,0,0,0
afr_train_track_a_00423,"Wanneer u eers ten volle deel is, sal u dan ook die volle welvaart kan ervaar in elke aspek van u menswees.",0,0,0,1,0
afr_train_track_a_00424,Daar is weer eens vanjaar miljoene rande deur middel van die nasionale finansiële hulpskema vir studente aan tersiêre instellings beskikbaar gestel.,0,0,0,1,0
afr_train_track_a_00425,Ons is tevrede met die vordering van die regering op sommige terreine.,0,0,0,1,0
afr_train_track_a_00426,Dit kan later deur kakies vervang gewees het toe die Engelse begin het om kakieklere te dra.,0,0,0,0,0
afr_train_track_a_00427,Dit bring my by die laaste gedagte en dit gaan oor die skep van en behoud van die wil om te oorleef.,0,0,0,1,0
afr_train_track_a_00428,Ons sal jou uitskop en met goeie mense vervang.,1,0,0,0,0
afr_train_track_a_00429,Die oorskot van entrepreneurs is waarskynlik aanwendbaar as ekonomiese ontwikkeling in streekverband in Suider-Afrika gelyktydig met Suid-Afrika aangepak word.,0,0,0,1,0
afr_train_track_a_00430,"Ek verkoop die sies en die vies, alles net soos die miesies wiel.",0,0,0,0,0
afr_train_track_a_00431,Dit moet in die lig gesien word dat die neweprodukte van 'n etanol- en biodieselaanleg waarskynlik in die veevoermark sal meeding.,0,0,1,0,0
